Name,SYMBOL,NAME OF COMPANY, SERIES
WSI.NS,WSI,W S Industries (I) Limited,BE
WSTCSTPAPR.NS,WSTCSTPAPR,West Coast Paper Mills Limited,EQ
XCHANGING.NS,XCHANGING,Xchanging Solutions Limited,EQ
XELPMOC.NS,XELPMOC,Xelpmoc Design And Tech Limited,EQ
XPROINDIA.NS,XPROINDIA,Xpro India Limited,EQ
YESBANK.NS,YESBANK,Yes Bank Limited,EQ
ZEEL.NS,ZEEL,Zee Entertainment Enterprises Limited,EQ
ZEELEARN.NS,ZEELEARN,Zee Learn Limited,EQ
ZEEMEDIA.NS,ZEEMEDIA,Zee Media Corporation Limited,BE
ZENITHBIR.NS,ZENITHBIR,Zenith Birla (India) Limited,BE
ZENITHEXPO.NS,ZENITHEXPO,Zenith Exports Limited,EQ
ZENSARTECH.NS,ZENSARTECH,Zensar Technologies Limited,EQ
ZENTEC.NS,ZENTEC,Zen Technologies Limited,EQ
ZICOM.NS,ZICOM,Zicom Electronic Security Systems Limited,EQ
ZODIACLOTH.NS,ZODIACLOTH,Zodiac Clothing Company Limited,EQ
ZODJRDMKJ.NS,ZODJRDMKJ,Zodiac JRD- MKJ Limited,EQ
ZOTA.NS,ZOTA,Zota Health Care LImited,EQ
ZUARI.NS,ZUARI,Zuari Agro Chemicals Limited,BE
ZUARIGLOB.NS,ZUARIGLOB,Zuari Global Limited,EQ
ZYDUSWELL.NS,ZYDUSWELL,Zydus Wellness Limited,EQ
